0.139	0.15	0.71	
0.24	0.519	0.24	
0.165	0.461	0.374	
0.5	0.445	0.055	
0.5	0.281	0.219	
0.471	0.204	0.325	
0.168	0.409	0.422	
0.057	0.268	0.675	
0.246	0.662	0.092	
0.34	0.152	0.507	
0.259	0.594	0.147	
0.036	0.538	0.426	
0.398	0.118	0.484	
0.466	0.318	0.216	
0.042	0.388	0.57	
0.168	0.721	0.111	
0.128	0.807	0.065	
0.409	0.293	0.298	
0.127	0.277	0.596	
0.306	0.283	0.411	
0.319	0.106	0.574	
0.057	0.746	0.197	
0.787	0.121	0.092	
0.073	0.118	0.809	
0.022	0.506	0.472	
0.574	0.1	0.326	
0.436	0.542	0.022	
0.604	0.286	0.11	
0.951	0.04	0.009	
0.501	0.155	0.344	
0.039	0.814	0.147	
0.25	0.041	0.709	
0.176	0.552	0.272	
0.165	0.388	0.447	
0.345	0.521	0.134	
0.237	0.331	0.433	
0.372	0.114	0.514	
0.085	0.835	0.08	
0.778	0.159	0.063	
0.068	0.699	0.233	
0.006	0.36	0.634	
0.512	0.335	0.153	
0.135	0.781	0.084	
0.671	0.247	0.082	
0.441	0.403	0.156	
0.068	0.758	0.175	
0.632	0.209	0.159	
0.139	0.855	0.006	
0.289	0.326	0.385	
0.286	0.347	0.367	
0.142	0.349	0.509	
0.569	0.08	0.351	
0.573	0.239	0.188	
0.202	0.471	0.326	
0.015	0.31	0.675	
0.159	0.065	0.775	
0.704	0.198	0.097	
0.245	0.476	0.279	
0.129	0.724	0.148	
0.31	0.352	0.338	
0.202	0.091	0.707	
0.397	0.402	0.201	
0.077	0.398	0.524	
0.638	0.118	0.244	
0.411	0.008	0.58	
0.046	0.527	0.427	
0.109	0.353	0.539	
0.38	0.147	0.473	
0.092	0.814	0.094	
0.26	0.47	0.269	
0.308	0.551	0.141	
0.165	0.726	0.109	
0.573	0.286	0.14	
0.193	0.671	0.136	
0.075	0.269	0.655	
0.059	0.348	0.593	
0.269	0.547	0.184	
0.5	0.016	0.484	
0.147	0.445	0.408	
0.437	0.402	0.161	
0.594	0.214	0.192	
0.433	0.016	0.551	
0.261	0.226	0.513	
0.306	0.469	0.225	
0.706	0.164	0.13	
0.24	0.122	0.638	
0.36	0.139	0.501	
0.913	0.018	0.068	
0.289	0.678	0.033	
0.005	0.76	0.235	
0.079	0.223	0.698	
0.135	0.04	0.824	
0.315	0.033	0.652	
0.261	0.393	0.346	
0.581	0.415	0.004	
0.235	0.415	0.35	
0.551	0.204	0.245	
0.22	0.769	0.012	
0.063	0.642	0.295	
0.676	0.156	0.167	
0.001	0.208	0.791	
0.408	0.255	0.337	
0.156	0.646	0.198	
0.709	0.234	0.057	
0.267	0.522	0.211	
0.039	0.442	0.519	
0.074	0.282	0.644	
0.184	0.353	0.463	
0.038	0.537	0.425	
0.514	0.091	0.395	
0.317	0.288	0.395	
0.48	0.304	0.216	
0.19	0.202	0.608	
0.588	0.046	0.366	
0.295	0.367	0.338	
0.354	0.432	0.214	
0.075	0.59	0.335	
0.057	0.914	0.029	
0.384	0.108	0.508	
0.273	0.548	0.179	
0.735	0.13	0.135	
0.002	0.424	0.575	
0.18	0.215	0.605	
0.209	0.046	0.746	
0.529	0.144	0.327	
0.017	0.596	0.387	
0.743	0.193	0.063	
0.33	0.569	0.101	
0.036	0.51	0.453	
0.342	0.428	0.231	
0.01	0.313	0.678	
0.252	0.193	0.555	
0.493	0.275	0.232	
0.242	0.501	0.257	
0.149	0.608	0.243	
0.599	0.398	0.003	
0.984	0.014	0.002	
0.144	0.439	0.417	
0.579	0.118	0.303	
0.187	0.118	0.695	
0.333	0.551	0.116	
0.572	0.05	0.378	
0.034	0.347	0.619	
0.215	0.681	0.104	
0.5	0.376	0.123	
0.401	0.306	0.293	
0.018	0.55	0.432	
0.546	0.121	0.333	
0.029	0.203	0.769	
0.197	0.099	0.704	
0.107	0.388	0.506	
0.077	0.47	0.453	
0.552	0.359	0.089	
0.201	0.47	0.329	
0.192	0.422	0.385	
0.072	0.569	0.359	
0.411	0.122	0.467	
0.017	0.382	0.601	
0.019	0.863	0.118	
0.03	0.614	0.356	
0.006	0.062	0.931	
0.171	0.376	0.453	
0.006	0.487	0.507	
0.17	0.136	0.694	
0.217	0.101	0.682	
0.008	0.371	0.621	
0.277	0.125	0.598	
0.5	0.483	0.017	
0.01	0.4	0.591	
0.376	0.072	0.552	
0.534	0.438	0.028	
0.106	0.225	0.669	
0.463	0.08	0.457	
0.004	0.085	0.911	
0.022	0.137	0.841	
0.703	0.202	0.095	
0.002	0.203	0.795	
0.257	0.225	0.518	
0.189	0.466	0.344	
0.092	0.751	0.157	
0.652	0.28	0.068	
0.184	0.093	0.723	
0.232	0.719	0.049	
0.027	0.645	0.328	
0.004	0.895	0.101	
0.94	0.01	0.049	
0.32	0.0	0.68	
0.069	0.816	0.115	
0.419	0.218	0.363	
0.2	0.076	0.723	
0.023	0.504	0.472	
0.692	0.177	0.13	
0.022	0.724	0.253	
0.238	0.373	0.389	
0.79	0.018	0.192	
0.235	0.025	0.74	
0.353	0.065	0.582	
0.213	0.24	0.547	
0.289	0.589	0.123	
0.27	0.266	0.464	
0.131	0.505	0.364	
0.389	0.193	0.418	
0.46	0.237	0.303	
0.172	0.41	0.418	
0.562	0.154	0.285	
0.383	0.029	0.589	
0.066	0.367	0.567	
0.311	0.183	0.506	
0.206	0.515	0.279	
0.61	0.048	0.342	
0.272	0.523	0.204	
0.147	0.565	0.287	
0.036	0.003	0.961	
0.002	0.572	0.426	
0.683	0.178	0.14	
0.497	0.246	0.256	
0.141	0.563	0.296	
0.01	0.201	0.788	
0.491	0.166	0.343	
0.651	0.257	0.093	
0.349	0.443	0.208	
0.539	0.195	0.265	
0.827	0.0	0.172	
0.166	0.766	0.068	
0.763	0.03	0.207	
0.525	0.41	0.066	
0.149	0.382	0.469	
0.191	0.322	0.487	
0.35	0.507	0.143	
0.075	0.745	0.181	
0.636	0.214	0.15	
0.286	0.364	0.35	
0.031	0.915	0.054	
0.355	0.141	0.504	
0.179	0.669	0.152	
0.356	0.521	0.123	
0.185	0.374	0.441	
0.36	0.402	0.237	
0.275	0.583	0.142	
0.37	0.021	0.609	
0.579	0.357	0.064	
0.114	0.407	0.48	
0.344	0.603	0.052	
0.11	0.816	0.074	
0.286	0.383	0.331	
0.412	0.26	0.329	
0.398	0.212	0.39	
0.064	0.487	0.449	
0.276	0.171	0.553	
0.588	0.122	0.29	
0.298	0.534	0.167	
0.455	0.045	0.5	
0.063	0.603	0.334	
0.1	0.054	0.846	
0.628	0.166	0.206	
0.239	0.753	0.008	
0.015	0.007	0.978	
0.153	0.712	0.135	
0.274	0.433	0.293	
0.146	0.694	0.16	
0.299	0.061	0.64	
0.306	0.2	0.493	
0.026	0.324	0.65	
0.039	0.086	0.875	
0.172	0.32	0.509	
0.587	0.194	0.219	
0.9	0.087	0.013	
0.589	0.347	0.064	
0.104	0.817	0.08	
0.25	0.044	0.707	
0.064	0.454	0.482	
0.899	0.08	0.02	
0.183	0.511	0.306	
0.292	0.554	0.154	
0.059	0.04	0.902	
0.247	0.202	0.552	
0.78	0.105	0.116	
0.577	0.076	0.347	
0.058	0.827	0.115	
0.197	0.286	0.517	
0.399	0.44	0.161	
0.277	0.384	0.339	
0.151	0.563	0.286	
0.15	0.671	0.179	
0.5	0.377	0.123	
0.284	0.505	0.211	
0.512	0.059	0.43	
0.688	0.309	0.004	
0.421	0.341	0.238	
0.478	0.085	0.437	
0.326	0.17	0.504	
0.323	0.309	0.369	
0.473	0.286	0.24	
0.038	0.119	0.843	
0.682	0.299	0.019	
0.236	0.267	0.497	
0.575	0.195	0.23	
0.311	0.16	0.529	
0.893	0.021	0.086	
0.556	0.438	0.006	
0.223	0.525	0.252	
0.404	0.165	0.431	
0.058	0.868	0.074	
0.127	0.533	0.34	
0.13	0.021	0.849	
0.221	0.142	0.638	
0.103	0.615	0.283	
0.409	0.236	0.355	
0.402	0.437	0.16	
0.475	0.022	0.503	
0.498	0.298	0.204	
0.204	0.785	0.01	
0.775	0.106	0.119	
0.258	0.564	0.178	
0.112	0.735	0.153	
0.032	0.318	0.65	
0.139	0.296	0.565	
0.384	0.215	0.401	
0.345	0.118	0.537	
0.169	0.15	0.682	
0.031	0.774	0.195	
0.293	0.14	0.567	
0.445	0.164	0.391	
0.353	0.625	0.023	
0.234	0.143	0.623	
0.157	0.524	0.319	
0.427	0.43	0.143	
0.204	0.308	0.488	
0.131	0.33	0.539	
0.201	0.742	0.057	
0.43	0.408	0.162	
0.114	0.056	0.831	
0.391	0.087	0.522	
0.682	0.079	0.239	
0.564	0.347	0.088	
0.281	0.018	0.701	
0.52	0.415	0.064	
0.698	0.161	0.141	
0.748	0.068	0.184	
0.21	0.025	0.766	
0.33	0.287	0.383	
0.74	0.236	0.024	
0.263	0.293	0.444	
0.291	0.473	0.236	
0.194	0.631	0.175	
0.161	0.155	0.684	
0.39	0.119	0.492	
0.242	0.437	0.321	
0.045	0.219	0.736	
0.169	0.012	0.819	
0.096	0.268	0.637	
0.006	0.826	0.168	
0.245	0.085	0.67	
0.783	0.142	0.075	
0.643	0.171	0.185	
0.325	0.476	0.2	
0.357	0.395	0.248	
0.602	0.293	0.106	
0.53	0.19	0.28	
0.883	0.028	0.09	
0.507	0.452	0.041	
0.239	0.683	0.078	
0.271	0.139	0.591	
0.782	0.014	0.203	
0.65	0.095	0.255	
0.712	0.23	0.057	
0.383	0.378	0.239	
0.391	0.449	0.16	
0.45	0.226	0.325	
0.527	0.071	0.403	
0.24	0.32	0.44	
0.599	0.365	0.036	
0.011	0.089	0.9	
0.015	0.272	0.714	
0.256	0.469	0.275	
0.545	0.346	0.109	
0.244	0.208	0.548	
0.691	0.15	0.159	
0.088	0.194	0.719	
0.203	0.222	0.575	
0.268	0.048	0.684	
0.11	0.813	0.077	
0.164	0.817	0.019	
0.285	0.133	0.582	
0.347	0.404	0.249	
0.099	0.578	0.323	
0.345	0.339	0.316	
0.039	0.159	0.802	
0.221	0.463	0.316	
0.341	0.185	0.474	
0.877	0.109	0.014	
0.265	0.722	0.013	
0.193	0.119	0.688	
0.305	0.647	0.048	
0.41	0.375	0.215	
0.605	0.298	0.097	
0.212	0.468	0.32	
0.082	0.569	0.349	
0.082	0.599	0.32	
0.366	0.415	0.219	
0.195	0.455	0.35	
0.241	0.351	0.409	
0.144	0.705	0.151	
0.58	0.313	0.108	
0.285	0.604	0.111	
0.105	0.351	0.544	
0.193	0.489	0.318	
0.306	0.226	0.468	
0.777	0.003	0.22	
0.392	0.415	0.193	
0.87	0.117	0.012	
0.272	0.004	0.724	
0.867	0.023	0.11	
0.011	0.91	0.079	
0.51	0.17	0.32	
0.879	0.102	0.019	
0.081	0.705	0.214	
0.177	0.265	0.558	
0.468	0.028	0.504	
0.64	0.217	0.143	
0.29	0.255	0.455	
0.101	0.134	0.765	
0.244	0.27	0.486	
0.385	0.058	0.557	
0.291	0.486	0.223	
0.056	0.842	0.102	
0.051	0.902	0.047	
0.594	0.172	0.233	
0.051	0.161	0.788	
0.171	0.151	0.678	
0.368	0.046	0.586	
0.132	0.795	0.073	
0.13	0.73	0.139	
0.364	0.588	0.048	
0.525	0.103	0.373	
0.018	0.575	0.407	
0.4	0.169	0.432	
0.581	0.158	0.261	
0.049	0.83	0.12	
0.218	0.643	0.139	
0.092	0.372	0.535	
0.605	0.371	0.024	
0.229	0.595	0.176	
0.351	0.072	0.576	
0.31	0.55	0.14	
0.24	0.602	0.157	
0.557	0.025	0.419	
0.209	0.328	0.463	
0.148	0.017	0.836	
0.188	0.562	0.249	
0.474	0.203	0.323	
0.586	0.357	0.057	
0.697	0.19	0.113	
0.023	0.35	0.627	
0.18	0.697	0.124	
0.129	0.748	0.123	
0.27	0.633	0.097	
0.352	0.519	0.129	
0.754	0.146	0.101	
0.152	0.309	0.539	
0.253	0.363	0.384	
0.526	0.251	0.222	
0.203	0.581	0.216	
0.349	0.238	0.413	
0.39	0.059	0.551	
0.295	0.227	0.478	
0.522	0.35	0.128	
0.335	0.657	0.008	
0.31	0.179	0.51	
0.305	0.323	0.372	
0.089	0.06	0.851	
0.371	0.075	0.553	
0.209	0.107	0.684	
0.415	0.049	0.536	
0.279	0.0	0.721	
0.871	0.106	0.023	
0.421	0.431	0.147	
0.417	0.01	0.573	
0.438	0.003	0.559	
0.329	0.18	0.491	
0.272	0.21	0.518	
0.084	0.05	0.866	
0.488	0.219	0.293	
0.003	0.585	0.412	
0.481	0.311	0.208	
0.454	0.373	0.173	
0.151	0.713	0.136	
0.344	0.558	0.098	
0.247	0.335	0.418	
0.86	0.089	0.051	
0.017	0.574	0.409	
0.108	0.45	0.442	
0.415	0.489	0.096	
0.197	0.078	0.725	
0.045	0.386	0.568	
0.552	0.363	0.085	
0.644	0.215	0.141	
0.579	0.068	0.353	
0.075	0.397	0.528	
0.142	0.804	0.054	
0.308	0.291	0.401	
0.611	0.019	0.37	
0.141	0.61	0.248	
0.406	0.26	0.333	
0.2	0.535	0.265	
0.355	0.636	0.008	
0.821	0.086	0.093	
0.372	0.496	0.133	
0.056	0.318	0.626	
0.058	0.772	0.17	
0.197	0.725	0.078	
0.315	0.398	0.286	
0.56	0.136	0.304	
0.104	0.319	0.577	
0.574	0.279	0.147	
0.212	0.419	0.37	
0.476	0.272	0.252	
0.537	0.054	0.408	
0.211	0.276	0.514	
0.096	0.623	0.281	
0.43	0.2	0.37	
0.401	0.521	0.078	
0.024	0.784	0.192	
0.904	0.045	0.051	
0.544	0.43	0.025	
0.633	0.167	0.2	
0.029	0.582	0.389	
0.164	0.073	0.764	
0.21	0.603	0.187	
0.701	0.187	0.112	
0.278	0.02	0.702	
0.08	0.745	0.175	
0.031	0.163	0.806	
0.701	0.053	0.246	
0.67	0.07	0.261	
0.306	0.448	0.246	
0.72	0.065	0.215	
0.227	0.465	0.308	
0.817	0.179	0.003	
0.147	0.313	0.54	
0.076	0.914	0.01	
0.196	0.245	0.559	
0.601	0.23	0.169	
0.164	0.265	0.571	
0.712	0.212	0.077	
0.524	0.3	0.176	
0.56	0.043	0.397	
0.18	0.177	0.643	
0.014	0.701	0.285	
0.123	0.33	0.547	
0.065	0.914	0.022	
0.728	0.041	0.231	
0.007	0.019	0.975	
0.195	0.367	0.438	
0.035	0.806	0.159	
0.359	0.114	0.527	
0.451	0.165	0.384	
0.075	0.309	0.616	
0.164	0.054	0.781	
0.004	0.257	0.739	
0.42	0.055	0.525	
0.216	0.39	0.394	
0.164	0.19	0.646	
0.115	0.209	0.675	
0.68	0.182	0.138	
0.072	0.801	0.127	
0.199	0.562	0.238	
0.028	0.207	0.765	
0.147	0.408	0.445	
0.315	0.165	0.52	
0.242	0.57	0.188	
0.291	0.614	0.096	
0.604	0.272	0.124	
0.294	0.153	0.553	
0.555	0.317	0.128	
0.28	0.08	0.639	
0.634	0.352	0.015	
0.449	0.4	0.151	
0.047	0.893	0.06	
0.125	0.128	0.747	
0.131	0.469	0.4	
0.604	0.077	0.319	
0.396	0.422	0.182	
0.026	0.614	0.361	
0.53	0.089	0.38	
0.408	0.312	0.28	
0.481	0.257	0.262	
0.378	0.01	0.612	
0.313	0.467	0.22	
0.285	0.102	0.613	
0.2	0.327	0.473	
0.719	0.262	0.018	
0.676	0.047	0.277	
0.656	0.203	0.141	
0.344	0.605	0.051	
0.325	0.57	0.105	
0.163	0.759	0.077	
0.273	0.533	0.194	
0.669	0.038	0.293	
0.2	0.33	0.47	
0.079	0.816	0.104	
0.523	0.31	0.166	
0.723	0.15	0.126	
0.107	0.503	0.39	
0.047	0.201	0.752	
0.635	0.064	0.301	
0.718	0.235	0.047	
0.278	0.577	0.145	
0.103	0.066	0.83	
0.028	0.49	0.482	
0.782	0.137	0.081	
0.067	0.529	0.404	
0.786	0.021	0.193	
0.424	0.3	0.275	
0.321	0.636	0.044	
0.487	0.244	0.269	
0.562	0.32	0.118	
0.054	0.869	0.076	
0.429	0.171	0.4	
0.05	0.894	0.057	
0.611	0.066	0.323	
0.188	0.67	0.142	
0.185	0.19	0.625	
0.148	0.22	0.633	
0.402	0.248	0.35	
0.314	0.655	0.03	
0.446	0.147	0.407	
0.453	0.306	0.241	
0.212	0.675	0.113	
0.331	0.047	0.622	
0.439	0.226	0.335	
0.337	0.423	0.24	
0.783	0.091	0.125	
0.006	0.362	0.633	
0.431	0.019	0.55	
0.144	0.008	0.848	
0.598	0.4	0.002	
0.816	0.042	0.142	
0.402	0.067	0.53	
0.369	0.353	0.278	
0.807	0.042	0.152	
0.349	0.227	0.424	
0.164	0.363	0.473	
0.511	0.27	0.219	
0.486	0.458	0.056	
0.257	0.024	0.718	
0.688	0.047	0.265	
0.627	0.191	0.182	
0.657	0.315	0.027	
0.196	0.737	0.067	
0.112	0.513	0.375	
0.121	0.534	0.345	
0.535	0.249	0.216	
0.044	0.955	0.001	
0.706	0.127	0.167	
0.313	0.048	0.639	
0.136	0.635	0.229	
0.113	0.751	0.136	
0.642	0.05	0.308	
0.653	0.257	0.09	
0.463	0.374	0.163	
0.559	0.128	0.313	
0.91	0.023	0.067	
0.179	0.022	0.799	
0.895	0.097	0.008	
0.688	0.05	0.262	
0.029	0.488	0.484	
0.187	0.035	0.778	
0.078	0.717	0.205	
0.493	0.165	0.342	
0.127	0.407	0.466	
0.199	0.652	0.149	
0.11	0.863	0.027	
0.791	0.045	0.164	
0.15	0.632	0.218	
0.907	0.014	0.079	
0.35	0.492	0.158	
0.028	0.617	0.355	
0.271	0.03	0.699	
0.061	0.406	0.533	
0.035	0.74	0.225	
0.638	0.039	0.323	
0.133	0.512	0.354	
0.035	0.193	0.772	
0.523	0.289	0.187	
0.008	0.743	0.248	
0.071	0.207	0.723	
0.44	0.17	0.391	
0.236	0.699	0.065	
0.014	0.892	0.094	
0.618	0.232	0.15	
0.177	0.147	0.676	
0.028	0.336	0.636	
0.265	0.35	0.385	
0.261	0.554	0.185	
0.115	0.641	0.245	
0.025	0.646	0.329	
0.434	0.195	0.371	
0.691	0.175	0.134	
0.425	0.133	0.442	
0.796	0.082	0.122	
0.655	0.147	0.198	
0.284	0.112	0.604	
0.61	0.092	0.297	
0.161	0.693	0.146	
0.599	0.219	0.182	
0.365	0.159	0.476	
0.597	0.063	0.34	
0.634	0.344	0.023	
0.399	0.436	0.165	
0.119	0.361	0.52	
0.222	0.438	0.34	
0.126	0.007	0.867	
0.433	0.293	0.273	
0.089	0.475	0.435	
0.667	0.272	0.06	
0.368	0.047	0.586	
0.126	0.353	0.521	
0.22	0.267	0.512	
0.653	0.301	0.046	
0.328	0.608	0.065	
0.183	0.245	0.573	
0.19	0.6	0.21	
0.855	0.115	0.03	
0.018	0.174	0.809	
0.132	0.821	0.047	
0.224	0.675	0.101	
0.361	0.514	0.124	
0.515	0.472	0.013	
0.729	0.242	0.029	
0.508	0.099	0.393	
0.398	0.482	0.121	
0.02	0.836	0.145	
0.58	0.128	0.292	
0.117	0.785	0.098	
0.153	0.369	0.478	
0.155	0.144	0.701	
0.759	0.042	0.199	
0.508	0.21	0.282	
0.405	0.166	0.428	
0.602	0.397	0.002	
0.559	0.158	0.283	
0.122	0.801	0.076	
0.25	0.173	0.577	
0.44	0.096	0.464	
0.663	0.157	0.18	
0.758	0.023	0.22	
0.102	0.168	0.73	
0.126	0.438	0.436	
0.19	0.291	0.519	
0.646	0.255	0.099	
0.177	0.727	0.096	
0.685	0.181	0.133	
0.056	0.417	0.527	
0.295	0.429	0.276	
0.059	0.525	0.417	
0.283	0.581	0.135	
0.379	0.583	0.038	
0.035	0.521	0.444	
0.215	0.409	0.376	
0.288	0.339	0.373	
0.57	0.115	0.316	
0.256	0.633	0.111	
0.194	0.802	0.004	
0.025	0.724	0.251	
0.631	0.044	0.325	
0.107	0.886	0.007	
0.134	0.427	0.44	
0.288	0.267	0.446	
0.848	0.057	0.096	
0.588	0.161	0.252	
0.13	0.084	0.786	
0.053	0.65	0.297	
0.421	0.41	0.169	
0.014	0.228	0.758	
0.216	0.246	0.538	
0.234	0.031	0.734	
0.169	0.053	0.778	
0.575	0.09	0.335	
0.116	0.593	0.29	
0.302	0.381	0.317	
0.44	0.331	0.229	
0.586	0.161	0.254	
